flexiblas-openblas-serial	0:3.5.0-2.fc44	aarch64
flite	0:2.2-13.fc44	aarch64
fmt	0:11.2.0-4.fc44	aarch64
fontawesome-6-brands-fonts	1:6.7.2-4.fc44	noarch
fontawesome-6-free-fonts	1:6.7.2-4.fc44	noarch
fontconfig	0:2.17.0-4.fc44	aarch64
fonts-filesystem	1:5.0.0-2.fc44	noarch
fpaste	0:0.5.0.0-4.fc44	noarch
fprintd	0:1.94.5-5.fc44	aarch64
fprintd-pam	0:1.94.5-5.fc44	aarch64
freecell-solver-data	0:6.16.0-2.fc44	noarch
freeglut	0:3.8.0-2.fc44	aarch64
freerdp	2:3.30.0-1.fc44	aarch64
freerdp2-libs	0:2.11.7-11.fc44	aarch64
freerdp-libs	2:3.30.0-1.fc44	aarch64
freetype	0:2.14.3-1.fc44	aarch64
freexl	0:2.0.0-20.fc44	aarch64
fribidi	0:1.0.16-4.fc44	aarch64
fstrm	0:0.6.1-14.fc44	aarch64
fuse	0:2.9.9-25.fc44	aarch64
fuse3	0:3.18.2-1.fc44	aarch64
fuse3-libs	0:3.18.2-1.fc44	aarch64
fuse-common	0:3.18.2-1.fc44	aarch64
fuse-encfs	0:1.9.5-28.fc44	aarch64
fuse-libs	0:2.9.9-25.fc44	aarch64
fuse-overlayfs	0:1.16-2.fc44	aarch64
fuse-sshfs	0:3.7.6-1.fc44	aarch64
fwupd	0:2.1.6-1.fc44	aarch64
fwupd-efi	0:1.8-1.fc44	aarch64
fwupd-plugin-modem-manager	0:2.1.6-1.fc44	aarch64
fwupd-plugin-uefi-capsule-data	0:2.1.6-1.fc44	aarch64
fzf	0:0.74.0-1.fc44	aarch64
game-music-emu	0:0.6.4-3.fc44	aarch64
gawk	0:5.3.2-3.fc44	aarch64
gawk-all-langpacks	0:5.3.2-3.fc44	aarch64
gcc	0:16.1.1-2.fc44	aarch64
gcr3	0:3.41.1-12.fc44	aarch64
gcr3-base	0:3.41.1-12.fc44	aarch64
gcr-libs	0:4.4.0.1-7.fc44	aarch64
gd	0:2.3.3-21.fc44	aarch64
gdal-libs	0:3.12.4-1.fc44	aarch64
gdb-headless	0:17.2-2.fc44	aarch64
gdbm	1:1.23-11.fc44	aarch64
gdbm-libs	1:1.23-11.fc44	aarch64
gdcm	0:3.0.24-17.fc44	aarch64
gdk-pixbuf2	0:2.44.4-2.fc44	aarch64
gdouros-symbola-fonts	0:10.24-19.fc44	noarch
genisoimage	0:1.1.11-63.fc44	aarch64
geoclue2	0:2.8.2-1.fc44	aarch64
geolite2-city	0:20191217-16.fc44	noarch
geolite2-country	0:20191217-16.fc44	noarch
geos	0:3.14.1-2.fc44	aarch64
gettext	0:0.26-5.fc44	aarch64
gettext-envsubst	0:0.26-5.fc44	aarch64
gettext-libs	0:0.26-5.fc44	aarch64
gettext-runtime	0:0.26-5.fc44	aarch64
ghostscript	0:10.06.0-2.fc44	aarch64
ghostscript-tools-fontutils	0:10.06.0-2.fc44	noarch
ghostscript-tools-printing	0:10.06.0-2.fc44	noarch
giflib	0:6.1.3-2.fc44	aarch64
